replicate,p1_subject_delta,p2_task_nll_delta,p3_overlap_delta
3257,3.6632559242966796,-0.008433353795562759,-0.015558706567910374
3258,3.455171150650087,0.00010728465260756437,-0.007768543179694248
3259,3.652904573921943,-0.041052128811859045,-0.022236532855478233
3260,3.652048452093053,-0.007723630984552976,-0.013608705357170806
3261,3.763149385987366,-0.029717539786999758,-0.019012032420574775
3262,3.4758025910432666,-0.010932151891911435,-0.010576315879190695
3263,3.4372305147045017,-0.019837777315847127,-0.0087140373666212
3264,3.5145149166828213,-0.012430008702182693,-0.013411293878642077
3265,3.4940663127525626,-0.030305310945451858,-0.023475460186968087
3266,3.598948399144998,-0.001611251578498507,-0.01424296998721553
3267,3.382890218542372,-0.007202646784894018,-0.0065757209328604765
3268,3.461244702174125,-0.006849872194238049,-0.004724794719467018
3269,3.4446018147586397,-0.0029829229379858546,-0.0065059362577064225
3270,3.4896317800225303,-0.04825553441566566,-0.011751816275846722
3271,3.588369746025914,-4.723533138761837e-05,-0.010321680955602475
3272,3.4067899256630727,-0.012594751150935224,-0.018159404219858535
3273,3.6398090785029997,-0.01487393733866016,-0.006509728215002793
3274,3.5488954343697205,-0.04267745333462658,-0.012312235605216142
3275,3.4559143567540884,-0.04881844553613579,-0.003879722816295384
3276,3.4134282071471027,-0.03543556889238797,-0.013415659139672902
3277,3.615167187647917,-0.02480472604585282,-0.0174538400254042
3278,3.6726077095602085,-0.056122133098641225,-0.014326602341993667
3279,3.5484423997711763,-0.007732375134681835,-0.007334550211065126
3280,3.4624508299747996,-0.023084141405556036,-0.022031147176072862
3281,3.5456707558374503,-0.05468109380035946,-0.01211693971418873
3282,3.6330747049380943,-0.03413751685138067,-0.00940366758314419
3283,3.4341745292857655,-0.025738975610650527,-0.008249792221220253
3284,3.5152439159506965,-0.005244772219712424,-0.006995389601267419
3285,3.6003391434569822,-0.006148435959857146,-0.015120712345452206
3286,3.6104390900562686,-0.01157184016432522,-0.014315129062463572
3287,3.5698639550082474,-0.014878682802450083,-0.013985019597362699
3288,3.712860802972441,-0.00968566013697858,-0.011737384527964134
3289,3.5628754017398987,-0.009841208791684597,-0.007836742678631013
3290,3.7000644091757655,-0.03727776952996509,-0.018111393299565653
3291,3.7057031314747446,-0.03839036087573833,-0.010008774650706927
3292,3.5931443347223038,-0.07148313394745509,-0.010146719083464949
3293,3.678861658998656,-0.015358736594804245,-0.008482315589580458
3294,3.6287136021468567,-0.009767204446762268,-0.01227994846188074
3295,3.756468235139379,-0.023322230705530522,-0.010138555329755862
3296,3.570459691869133,-0.012776692243419596,-0.013482343178313656
3297,3.756242848134249,-0.03853330958734924,-0.01674801281923347
3298,3.4036016907225637,-0.0016386228841511752,-0.02017099405474986
3299,3.4909625493942786,-0.01542594453593038,-0.021656539029663396
3300,3.671645183384497,-0.02509056534646792,-0.012638176378086945
3301,3.4485715907822203,-0.02988228399967241,-0.005392271496988246
3302,3.660751543192717,0.011631448935565114,-0.017234032395234484
3303,3.48053373868182,-0.026533686860589878,-0.017135141222451283
3304,3.6274592637964846,-0.004497238529111769,-0.020070714697513706
3305,3.702147327470378,-0.023338185016253732,-0.01752300200259953
3306,3.5734498599719315,-0.013842381716815844,-0.01011101446879939
3307,3.5061503856355856,-0.05826800721226677,-0.012650049782360204
3308,3.689483822151188,-0.012743815423820859,-0.007655238977238826
3309,3.572626123820431,-0.014560411982203814,-0.02363064656091187
3310,3.4833002644371516,-0.027447308546389326,-0.016024171173107313
3311,3.621095712209331,-0.0024326142398982675,-0.012394879743821488
3312,3.5704837328916885,-0.028743441285691507,-0.016215531497965997
3313,3.7028150896736953,-0.030733778043411153,-0.024005729512807387
3314,3.638369307660014,-0.02938980985530515,-0.01726709760690081
3315,3.4415643583964712,-0.024154014700811466,-0.017368063606446632
3316,3.637654054901688,-0.02435439091986691,-0.014229445985259409
3317,3.6074034922413705,-0.04202753490755651,-0.011673305477396357
3318,3.5926307915160036,-0.03504993720067917,-0.018304263474351292
3319,3.4731167505389506,-0.019101608600917253,-0.008247002460816649
3320,3.694226078261809,0.0035897260063548764,-0.017948563883985164
3321,3.7260455517088893,-0.030700328793501708,-0.0218771399637274
3322,3.6253182514521534,-0.014300750687185282,-0.015703415074882845
3323,3.5376571280176834,-0.010574701692400712,-0.01346987675840465
3324,3.677660655811842,-0.03393741306476494,-0.021778619023173528
3325,3.5313536506365235,-0.007020950335951515,-0.009137657147009284
3326,3.8027613409691634,-0.036163932488129547,-0.024160075845837656
3327,3.6714430367207322,-0.06348642117804548,-0.03458051513448907
3328,3.735696800967278,-0.00944964319494268,-0.01123973933209697
3329,3.560346132647944,-0.002575763376412521,-0.015333926595291977
3330,3.621209514914871,-0.020564344517703947,-0.009060298170786053
3331,3.6291129303554985,-0.008796029921905202,-0.01853102655347304
3332,3.6667611988401907,-0.07086640346458406,-0.009506552001250876
3333,3.624080817121559,-0.027722493640839563,-0.017105669616647667
3334,3.607603877656267,-0.010654410852094731,-0.014923242710270523
3335,3.6448353506242297,-0.010088360296227172,-0.016733641400326408
3336,3.4558651728254715,-0.005926422669956466,-0.01290407064531918
3337,3.6384776731715203,-0.021836934916288797,-0.012287241467763613
3338,3.4452097948914933,-0.03294285215186088,-0.023044882751601294
3339,3.5422279143482127,-0.038919180944978926,-0.008384142257014615
3340,3.752167613348532,-0.02512843642537277,-0.017629401002459463
3341,3.6392000493827728,0.011247310982689385,-0.021457603788372047
3342,3.6343846448961257,-0.04365566468976256,-0.012459657270538077
3343,3.6277810480291794,-0.04118057121785457,-0.01726201658246968
3344,3.4983429407992928,-0.012352960454296902,-0.004609811610979189
3345,3.5493857651761314,-0.03298402462084482,-0.01109356561263104
3346,3.6451717211528383,-0.006531664385349245,-0.009274578141942349
3347,3.7366609467505456,-0.003533488470600421,-0.014674940107128817
3348,3.5781439234206243,-0.032746371636732885,-0.014842211091238885
3349,3.5881007913732574,-0.026192814487531635,-0.01438287334222121
3350,3.275369731011015,-0.019060712474566976,-0.01152575463181886
3351,3.654413078957642,-0.01964296621248396,-0.013912108243251911
3352,3.6216096819005967,-0.021246889044581607,-0.014733485329328218
3353,3.5556761188310153,-0.014392685821292606,-0.01758100289784501
3354,3.4364952704027782,-0.017639323607955948,-0.014026796588447986
3355,3.7068773993535737,-0.03087951528551791,-0.025714858291016936
3356,3.7119457553616444,-0.013475062846560526,-0.016523864747115827
3357,3.6369109380470763,-0.01706922302895908,-0.020895460607401457
3358,3.819968730625285,-0.009722313000149363,-0.01967871420648779
3359,3.5181333453951975,-0.01893607712204126,-0.012262246275167168
3360,3.54386947727664,-0.002671805769496771,-0.02190001073339148
3361,3.6070997158989924,0.003170301178805346,-0.019510821589403354
3362,3.513181442392768,-0.04283798483793033,-0.016757483922374375
3363,3.7022213390612575,-0.0009574756329828737,-0.013604980240722424
3364,3.575328780710037,-0.025027253910886227,-0.01845458049671808
3365,3.7514676047283766,-0.02709549707882042,-0.02613400087253061
3366,3.710798819066895,-0.026124594908748744,-0.01914003512701725
3367,3.4615770253171,-0.031804344877255364,-0.01038240866989562
3368,3.5105121009796854,-0.022801107187822023,-0.01678596279328495
3369,3.623261423998552,0.004391920418655104,-0.019346878101167263
3370,3.6524733520505235,-0.03724904040962196,-0.019110096775608713
3371,3.5253351371090074,-0.019706545198642456,-0.008771637115318968
3372,3.677796150971999,-0.002423649864142341,-0.0074853613489326565
3373,3.4710534940448596,-0.042991671686771316,-0.02268521782561065
3374,3.469918799651155,-0.018024300375588442,-0.01132480151279788
3375,3.8331278420176984,-0.006549560220860506,-0.019560749340746746
3376,3.5987711426003965,-0.013807971248999351,-0.017919053272953383
3377,3.626042357944149,-0.009904635072712775,-0.012904713149342335
3378,3.523104510800744,-0.02334592871557506,-0.02318968023342522
3379,3.734378395233469,-0.032969499953218406,-0.0126858019817928
3380,3.620122320878667,-0.0133166691329345,-0.0147427211258639
3381,3.391781643546425,-0.03158014293794853,-0.016329172969087362
3382,3.563416106219078,-0.01731481242373656,-0.007758985493719658
3383,3.6360824779486056,-0.013412251934594277,-0.01858349087793478
3384,3.469906070326476,-0.011177623861160502,-0.018903813095517957
3385,3.4772038856307073,-0.029895883622027775,-0.009127527214338373
3386,3.5469649438164623,-0.005072557908501363,-0.00504524742510238
3387,3.5535450675750013,-0.0458244009033657,-0.009638786516564427
3388,3.298366901831303,-0.02221431575767463,-0.0025165750305249056
3389,3.8544565873237593,-0.014710087821331985,-0.015526617183215352
3390,3.706823683637772,0.004927922888306124,-0.020478002241863434
3391,3.493704694277762,-0.030557592131361222,-0.019813274312162746
3392,3.515427808918213,-0.026549434554284712,-0.015301929517480696
3393,3.775731080465402,0.011732648078697672,-0.017872333418213076
3394,3.4859001020354317,-0.052468230809660454,-0.014067251482138263
3395,3.6224369196588295,-0.026708357056961507,-0.019050177853001515
3396,3.6762406066230113,-0.03435889177848983,-0.019290518245111753
3397,3.355780502183578,0.025331371473883646,-0.009870373016229981
3398,3.453828490489423,-0.02315896023615105,-0.019960468332573648
3399,3.3806142568507616,-0.00940492632351253,-0.011598522222648375
3400,3.377834308569048,-0.018397465692902237,-0.013400059735222031
3401,3.5800649286988375,-0.008414212342343408,-0.015223758712301007
3402,3.570594129160389,-0.03946468750660692,-0.020355842253301906
3403,3.559504259022234,-0.032815129120827624,-0.020467789763688283
3404,3.483926814617539,-0.016546952750831068,-0.01940219460020481
3405,3.561858388448826,-0.049798892664063565,-0.01221744829553657
3406,3.583920120518464,0.010778919186798408,-0.011239512589297704
3407,3.450313198591968,-0.015559964943542948,-0.014266889559545904
3408,3.5717337563457416,-0.019947881287851743,-0.005245498641436874
3409,3.582829318648428,-0.01575669891566145,-0.009352568250675694
3410,3.4957843595947513,0.008002560700083983,-0.015892122694530553
3411,3.513644793442685,-0.049573585939081344,-0.02649905062990487
3412,3.557759659019327,0.00023618518762846819,-0.015541680838528693
3413,3.523857376892935,-0.03128905103100932,-0.020043366981413457
3414,3.3644655446611123,-0.010292960583998312,-0.0032669362223227624
3415,3.6476722074001136,-0.00558018893113621,-0.015579931839847013
3416,3.783672303390609,-0.010331541947464551,-0.02629788022828437
3417,3.7284998970321346,-0.05013558524662853,-0.015332855253786533
3418,3.577166561759086,-0.015075212316407072,-0.02430554104328802
3419,3.680105093416005,-0.029593182147271246,-0.00943192224109489
3420,3.3064790311451304,-0.04278252225536994,-0.00530259920938253
3421,3.752146777658125,-0.0198668165867808,-0.010940500978270783
3422,3.713338199564375,-0.04614110945898764,-0.013991334995194074
3423,3.4297895166027095,-0.004718630350376785,-0.016994852817941702
3424,3.5457114085151415,0.0062225094110819335,-0.010002461304750264
3425,3.6071050708759476,0.029299978357662848,-0.009483224949532278
3426,3.3776363153957263,-0.02115197307055272,-0.01333894120851212
3427,3.508314047286305,-0.010254917475798209,-0.013858480877736442
3428,3.572263236765222,-0.004390279393918117,-0.021103038053866985
3429,3.604083833344059,0.007559389129408345,-0.01203882390790216
3430,3.591796816808739,-0.021155207982443525,-0.014710201819509928
3431,3.4702236565387508,-0.00044569212864020713,-0.013980740670785825
3432,3.513445630235025,0.023033033271140813,-0.021188516102684896
3433,3.5765044388532874,-0.01827894864180024,-0.002569652669304541
3434,3.646562907996305,-0.035533898548981924,-0.018730328066762142
3435,3.554469244216918,-0.0023604188128527603,-0.016218836271417694
3436,3.4867409164932495,-0.048161901100399085,-0.015383239271368466
3437,3.237222278297724,0.011662082622799996,-0.019306427901935617
3438,3.4728309667037185,-0.03727601027049543,-0.011307437269150438
3439,3.705251542584781,-0.016525865881352075,-0.01829320926110602
3440,3.757794406171769,-0.017708297252262195,-0.019877798055529392
3441,3.6128943597074845,-0.01936147292101431,-0.017438464688402683
3442,3.4408840835629837,-0.004509101931216453,-0.025614035666280854
3443,3.710477228458073,-0.02228772406738555,-0.024750008794661525
3444,3.559069545650926,-0.030484983891145845,-0.017727986604676876
3445,3.6595202480006463,-0.01740875906783179,-0.009381561505794257
3446,3.7345548006137674,-0.020311871767434653,-0.006682816851753842
3447,3.5119259494030217,-0.04119083841557236,-0.015741758614370695
3448,3.5148949156423317,-0.004423125503776326,-0.019546906673683515
3449,3.6198581488286656,-0.00287630405970285,-0.015204166456862546
3450,3.5414028237509347,-0.02720990883134533,-0.017807079971195943
3451,3.4930199432009794,-0.025769593586632222,-0.015483846805015567
3452,3.576191744660166,0.002706599704670687,-0.00798867848455671
3453,3.4839724947968937,-0.03382128871330892,-0.013692230811867757
3454,3.6032957080122543,-0.001365291304948446,-0.0149077790085263
3455,3.3947715472204694,-0.015835010550275364,-0.019022470559241694
3456,3.4993475960732443,-0.0091220777141654,-0.01669082727133584
3457,3.4870242929660975,-0.021427559141916408,-0.014817256888087035
3458,3.4169007069144794,-0.01732051465615214,-0.014076100367484922
3459,3.667292646482778,-0.017942067458197375,-0.012448068613151689
3460,3.606992414788037,-0.03631778550502185,0.0023803051111345314
3461,3.684664257225826,-0.0002877706491881682,-0.013998709516304164
3462,3.6000646303277697,-0.045019270398351185,-0.018744136496834207
3463,3.5018605412978543,-0.01777824209685397,-0.01990229397171141
3464,3.6109686087405795,-0.00835678306440002,-0.006264303879269392
3465,3.520464947056289,-0.01002615133193352,-0.017987834241145462
3466,3.5785329368157086,-0.04444928161845185,-0.015990121245899793
3467,3.6812357116947174,-0.012846957698632089,-0.02586276532878048
3468,3.761435381141011,-0.04391786240807427,-0.014566169026902987
3469,3.4817128306036986,-0.02126745544374531,-0.01574097305127622
3470,3.664338542668292,-0.03125846379337327,-0.013451952838625224
3471,3.589834112463681,0.0012022346371169945,-0.01441013754690107
3472,3.400877275720645,-0.01479781430842575,-0.022577467123557526
3473,3.6507388374928382,-0.011625176285231742,-0.010996396298827319
3474,3.568865659667047,-0.027512773444456684,-0.017012422342464625
3475,3.427196858797377,-0.03264083183507838,-0.012030986882028517
3476,3.4386247089977413,-0.010735589967576065,-0.012031333736111743
3477,3.6139752472715916,-0.00872894131933899,-0.011566188802773197
3478,3.4572464362245268,-0.016624535642884464,-0.019714867821031472
3479,3.727419906257615,-0.01546650270287575,-0.013051162964315528
3480,3.6601458709212986,-0.077038974488715,-0.01846943764821039
3481,3.615436894515862,-0.01570463636835262,-0.0134434249759679
3482,3.5994379193163395,-0.025104960266523424,-0.011259151558154094
3483,3.686728994703519,-0.0034244815344686153,-0.016309450347076725
3484,3.5825712458670846,-0.007872252523756895,0.00033206922465636723
3485,3.4643879828914086,0.002566063158083054,-0.021809293059670214
3486,3.6074516127714844,-0.026714251950581414,-0.0063737648991462545
3487,3.6361142271517397,-0.021957024409898995,-0.014152824301057815
